Year,Player Name,Position,Team,College / Origin,Year Drafted,Draft Pick,Height,Weight,Minutes Per Game,Points Per Game,Rebounds Per Game,Assists Per Game,Blocks Per Game,Steals Per Game,Turnovers Per Game,FG%,3P%,FT%,Win Shares
2010,Lindsay Wisdom-Hylton,F,LAS,Purdue,2009,13,6-2,186lb,15.1,4.5,3.4,0.4,0.8,0.6,0.7,0.5,0.0,0.706,1.2
2010,Lindsey Harding,G,WAS,Duke,2007,1,5-8,139lb,33.2,12.1,3.0,4.0,0.2,1.4,2.8,0.445,0.288,0.766,3.1
2010,Marie Ferdinand-Harris,G,LAS,LSU,2001,8,5-9,162lb,24.3,8.9,2.7,1.2,0.2,0.9,1.1,0.409,0.292,0.839,0.6
2010,Marion Jones,G,TUL,UNC,2003,33,5-10,150lb,9.4,3.4,1.6,0.6,0.2,0.5,0.7,0.525,0.25,0.595,0.5
2010,Marissa Coleman,G-F,WAS,Maryland,2009,2,6-1,160lb,19.5,6.5,3.3,1.5,0.4,0.9,1.2,0.397,0.402,0.756,2.5
2010,Matee Ajavon,G,WAS,Rutgers University,2008,5,5-8,160lb,14.6,5.9,1.6,1.4,0.1,1.1,1.5,0.346,0.184,0.773,0.7
2010,Megan Frazee,F,SAS,Liberty,2009,14,6-3,191lb,10.1,3.8,2.1,0.1,0.0,0.0,0.6,0.375,0.111,0.684,0.0
2010,Michelle Snow,C,SAS,Tennessee,2002,10,6-5,145lb,24.1,10.4,6.2,1.6,0.7,1.0,1.6,0.574,0.0,0.719,3.2
2010,Mistie Bass,F,CHI,Duke,2006,21,6-3,189lb,18.9,4.9,3.9,1.1,0.4,0.6,1.1,0.527,0.0,0.625,1.4
2010,Monica Wright,G,MIN,Virginia,2010,2,5-10,182lb,25.5,11.1,2.9,1.5,0.2,1.0,2.0,0.37,0.34,0.819,0.3
2010,Monique Currie,F,WAS,Duke,2006,3,6-0,175lb,26.2,14.1,4.8,1.6,0.4,1.4,2.6,0.436,0.446,0.877,4.8
2010,Nakia Sanford,C-F,WAS,Kansas,,Undrafted,6-4,190lb,17.9,6.0,4.2,0.7,0.2,0.7,2.0,0.478,,0.697,1.2
2010,Natasha Lacy,G,TUL,Texas-El Paso,2008,28,5-10,165lb,18.3,6.3,2.3,3.5,0.2,1.4,2.4,0.475,0.25,0.595,0.0
2010,Nicky Anosike,F-C,MIN,Tennessee,2008,16,6-3,210lb,29.9,9.2,6.8,1.9,1.0,2.0,2.1,0.372,,0.773,2.4
2010,Nicole Ohlde,F-C,TOT,Kansas State,2004,6,6-5,189lb,16.3,4.8,2.6,0.8,0.5,0.3,1.3,0.443,,0.689,-0.5
2010,Nicole Ohlde,F-C,TOT,Kansas State,2004,6,6-5,189lb,16.3,4.8,2.6,0.8,0.5,0.3,1.3,0.443,,0.689,-0.2
2010,Nicole Ohlde,F-C,TOT,Kansas State,2004,6,6-5,189lb,16.3,4.8,2.6,0.8,0.5,0.3,1.3,0.443,,0.689,-0.3
2010,Nicole Powell,F,NYL,Stanford,2004,3,6-2,170lb,26.3,9.3,4.2,2.2,0.2,1.0,1.4,0.389,0.395,0.839,2.5
2010,Nikki Blue,G,NYL,UCLA,2006,19,5-8,163lb,5.1,1.2,0.4,0.9,0.0,0.3,0.6,0.286,0.167,0.714,-0.1
2010,Noelle Quinn,G,LAS,UCLA,2007,4,6-0,178lb,32.5,10.2,4.0,2.8,0.3,1.0,1.4,0.443,0.402,0.776,1.8
2010,Nuria Martinez,G,MIN,Spain,2004,36,5-9,145lb,8.5,1.8,0.7,0.7,0.0,0.3,0.8,0.182,0.15,0.667,-0.4
2010,Penny Taylor,F,PHO,Australia,2001,11,6-1,165lb,30.0,15.9,4.4,5.0,0.3,1.5,2.4,0.509,0.442,0.893,4.5
2010,Plenette Pierson,F,TOT,Texas Tech,2003,4,6-2,195lb,16.5,9.7,3.5,1.2,0.3,0.8,1.8,0.479,0.364,0.827,1.4
2010,Plenette Pierson,F,TOT,Texas Tech,2003,4,6-2,195lb,16.5,9.7,3.5,1.2,0.3,0.8,1.8,0.479,0.364,0.827,0.5
2010,Plenette Pierson,F,TOT,Texas Tech,2003,4,6-2,195lb,16.5,9.7,3.5,1.2,0.3,0.8,1.8,0.479,0.364,0.827,0.9
2010,Quanitra Hollingsworth,C,MIN,VCU,2009,9,6-5,200lb,7.3,1.7,1.8,0.2,0.0,0.2,0.8,0.378,,0.6,-0.3
2010,Rashanda McCants,F,TOT,UNC,2009,15,6-1,163lb,16.3,5.7,2.3,1.1,0.2,0.7,0.9,0.379,0.291,0.588,0.4
2010,Rashanda McCants,F,TOT,UNC,2009,15,6-1,163lb,16.3,5.7,2.3,1.1,0.2,0.7,0.9,0.379,0.291,0.588,0.5
2010,Rashanda McCants,F,TOT,UNC,2009,15,6-1,163lb,16.3,5.7,2.3,1.1,0.2,0.7,0.9,0.379,0.291,0.588,-0.1
2010,Rebekkah Brunson,F,MIN,Georgetown,2004,10,6-2,181lb,30.5,11.3,10.3,0.8,1.0,1.2,1.6,0.429,0.0,0.663,3.0
2010,Renee Montgomery,G,CON,UConn,2009,4,5-7,140lb,27.6,13.3,2.2,4.1,0.1,1.4,2.3,0.401,0.349,0.855,2.7
2010,Roneeka Hodges,G,SAS,Florida State,2005,15,5-11,165lb,25.3,7.7,3.2,1.4,0.3,0.4,1.2,0.357,0.308,0.758,0.1
2010,Ruth Riley,C,SAS,Notre Dame,2001,5,6-5,198lb,13.1,3.8,2.3,1.0,0.7,0.3,1.0,0.537,0.2,0.8,0.4
2010,Sancho Lyttle,F,ATL,Houston,2005,5,6-5,175lb,29.1,12.8,9.9,2.2,0.6,1.7,2.0,0.484,,0.725,4.4
2010,Sandora Irvin,F,CHI,TCU,2005,3,6-3,185lb,7.6,1.9,1.4,0.2,0.3,0.1,0.6,0.467,0.143,0.667,0.1
2010,Sandrine Gruda,F-C,CON,France,2007,13,6-4,185lb,22.7,11.5,4.5,1.2,0.8,0.7,1.6,0.491,0.182,0.76,2.7
2010,Scholanda Dorrell,G,TUL,LSU,2006,14,5-11,162lb,24.6,11.9,2.4,1.7,0.4,1.6,2.5,0.402,0.303,0.708,-0.6
2010,Seimone Augustus,G-F,MIN,LSU,2006,1,6-0,174lb,33.3,16.9,3.2,1.9,0.3,0.7,1.4,0.429,0.336,0.667,1.4
2010,Sequoia Holmes,G,PHO,UNLV,2009,5,6-1,155lb,7.9,1.8,1.3,0.4,0.0,0.4,0.7,0.205,0.0,0.733,-0.5
2010,Shalee Lehning,G,ATL,Kansas State,2009,25,5-9,140lb,23.5,3.7,2.7,4.8,0.2,0.8,1.8,0.453,0.361,0.467,1.3
2010,Shameka Christon,G,CHI,Arkansas,2004,5,6-3,192lb,21.3,8.5,2.4,2.4,0.2,0.3,0.9,0.359,0.4,0.938,0.5
2010,Shanna Zolman,G,TUL,Tennessee,2006,16,5-10,155lb,21.3,9.7,1.4,1.6,0.1,0.9,1.6,0.404,0.422,0.8,0.1
2010,Shavonte Zellous,G,TOT,Pitt,2009,11,5-10,188lb,15.6,5.7,1.9,1.5,0.5,0.5,1.1,0.323,0.229,0.753,0.6
2010,Shavonte Zellous,G,TOT,Pitt,2009,11,5-10,188lb,15.6,5.7,1.9,1.5,0.5,0.5,1.1,0.323,0.229,0.753,-0.3
2010,Shavonte Zellous,G,TOT,Pitt,2009,11,5-10,188lb,15.6,5.7,1.9,1.5,0.5,0.5,1.1,0.323,0.229,0.753,0.9
2010,Shay Murphy,G,TOT,USC,2007,15,5-11,164lb,14.5,5.1,3.1,1.2,0.1,0.7,1.1,0.324,0.277,0.612,0.3
2010,Shay Murphy,G,TOT,USC,2007,15,5-11,164lb,14.5,5.1,3.1,1.2,0.1,0.7,1.1,0.324,0.277,0.612,0.3
2010,Shay Murphy,G,TOT,USC,2007,15,5-11,164lb,14.5,5.1,3.1,1.2,0.1,0.7,1.1,0.324,0.277,0.612,-0.1
2010,Sidney Spencer,G,NYL,Tennessee,2007,25,6-3,183lb,8.4,2.6,0.8,0.3,0.0,0.3,0.4,0.512,0.533,,0.3
2010,Sophia Young-Malcolm,F,SAS,Baylor,2006,4,6-1,165lb,31.8,15.3,5.2,2.4,0.3,1.6,2.1,0.501,0.263,0.658,2.8
2010,Sue Bird,G,SEA,UConn,2002,1,5-9,150lb,30.5,11.1,2.7,5.8,0.2,1.5,1.8,0.434,0.399,0.857,5.0
2010,Svetlana Abrosimova,F,SEA,UConn,2001,7,6-2,169lb,20.2,7.6,3.1,2.0,0.1,1.2,1.8,0.415,0.376,0.568,1.8
2010,Swin Cash,F,SEA,UConn,2002,2,6-1,171lb,30.8,13.8,6.0,2.0,0.5,0.6,2.9,0.435,0.407,0.807,3.3
2010,Sylvia Fowles,C,CHI,LSU,2008,2,6-6,219lb,32.0,17.8,9.9,1.5,2.6,1.1,2.4,0.582,1.0,0.76,6.9
2010,Taj McWilliams-Franklin,F-C,NYL,,1999,32,6-2,195lb,29.2,10.6,5.4,2.0,0.9,1.4,1.5,0.511,0.261,0.826,4.4
2010,Tamera Young,F,CHI,James Madison University,2008,8,6-2,175lb,18.6,6.8,3.1,1.6,0.2,0.8,1.5,0.362,0.277,0.684,0.3
2010,Tamika Catchings,F,IND,Tennessee,2001,3,6-1,167lb,31.4,18.2,7.1,4.0,0.9,2.3,2.7,0.484,0.448,0.849,7.9
2010,Tammy Sutton-Brown,C,IND,Rutgers University,2001,18,6-4,199lb,25.7,8.1,5.1,0.9,1.6,1.0,1.6,0.45,0.0,0.707,2.5
2010,Tan White,G,CON,Mississippi State,2005,2,5-7,154lb,25.2,10.1,2.7,2.3,0.1,1.6,1.6,0.42,0.366,0.8,2.6
2010,Tangela Smith,C,PHO,Iowa,1998,12,6-3,158lb,29.2,9.2,5.2,0.9,0.9,0.7,1.1,0.395,0.347,0.75,0.5
2010,Tanisha Wright,G,SEA,Penn State,2005,12,5-11,166lb,29.1,9.2,3.3,4.5,0.3,1.2,2.1,0.41,0.411,0.844,3.6
2010,Taylor Lilley,G,PHO,Oregon,,Undrafted,5-6,130lb,10.8,3.3,0.9,0.7,0.0,0.5,0.8,0.397,0.326,0.909,0.0
2010,Temeka Johnson,G,PHO,LSU,2005,6,5-3,142lb,27.3,9.2,3.2,4.7,0.2,0.9,2.0,0.411,0.309,0.796,0.7
2010,Ticha Penicheiro,G,LAS,Old Dominion,1998,2,5-11,146lb,26.3,4.9,4.0,6.9,0.1,1.3,2.3,0.41,0.111,0.819,2.0
2010,Tiffany Jackson-Jones,F,TOT,Texas,2007,5,6-3,185lb,21.1,6.7,5.1,1.1,0.3,1.2,1.8,0.395,1.0,0.787,0.3
2010,Tiffany Jackson-Jones,F,TOT,Texas,2007,5,6-3,185lb,21.1,6.7,5.1,1.1,0.3,1.2,1.8,0.395,1.0,0.787,0.4
2010,Tiffany Jackson-Jones,F,TOT,Texas,2007,5,6-3,185lb,21.1,6.7,5.1,1.1,0.3,1.2,1.8,0.395,1.0,0.787,0.0
2010,Tiffany Stansbury,F-C,LAS,NC State,2006,29,6-3,183lb,2.8,0.6,0.0,0.0,0.0,0.2,0.4,0.333,,0.5,-0.1
2010,Tina Charles,C,CON,UConn,2010,1,6-4,192lb,31.0,15.5,11.7,1.5,1.7,0.7,2.1,0.487,0.0,0.763,5.2
2010,Tina Thompson,F,LAS,USC,1997,1,6-2,178lb,33.2,16.6,6.2,1.8,0.7,1.2,2.3,0.446,0.352,0.872,2.9
2010,Tully Bevilaqua,G,IND,Australia,,Undrafted,5-7,145lb,19.4,3.9,2.1,1.6,0.1,1.4,1.2,0.383,0.338,0.583,1.4
2010,Yelena Leuchanka,C,ATL,West Virginia,2007,8,6-5,195lb,10.6,4.2,2.6,0.4,0.3,0.5,1.4,0.476,0.2,0.744,0.3
2011,Abi Olajuwon,C,TUL,Oklahoma,2010,28,6-4,236lb,6.2,1.0,0.8,0.1,0.1,0.0,0.3,0.269,,1.0,-0.4
2011,Alex Montgomery,G-F,NYL,Georgia Tech,2011,10,6-1,185lb,9.0,2.5,1.8,0.7,0.2,0.3,0.6,0.329,0.444,0.647,0.2
2011,Alexis Gray-Lawson,G,PHO,California,2010,30,5-8,180lb,11.4,3.9,0.7,1.3,0.0,0.2,0.8,0.398,0.349,0.821,0.4
2011,Alexis Hornbuckle,G,MIN,Tennessee,2008,4,5-10,164lb,7.2,1.1,1.1,0.6,0.1,0.3,0.7,0.375,0.294,0.5,0.0
2011,Alison Bales,C,ATL,Duke,2007,9,6-7,218lb,20.2,5.0,4.7,1.2,1.6,0.4,0.5,0.486,0.353,0.75,2.6
2011,Allie Quigley,G,SEA,DePaul,2008,22,5-10,142lb,2.0,0.6,0.6,0.1,0.1,0.1,0.1,0.2,0.0,1.0,0.0
2011,Allison Hightower,G,CON,LSU,2010,15,5-10,139lb,9.2,2.0,0.6,0.5,0.0,0.4,0.3,0.339,0.222,0.75,0.3
2011,Amber Harris,F,MIN,Xavier,2011,4,6-5,193lb,10.3,3.3,2.2,0.4,0.4,0.1,0.5,0.398,,0.742,0.8
2011,Amber Holt,F,TUL,Middle Tennessee,2008,9,6-0,170lb,25.6,6.7,3.1,2.4,0.1,0.7,1.3,0.302,0.214,0.905,-0.7
2011,Andrea Riley,G,TUL,Oklahoma State,2010,8,5-5,136lb,19.0,6.0,1.2,1.8,0.1,1.0,2.0,0.314,0.214,0.855,-1.4
2011,Angel McCoughtry,F-G,ATL,Louisville,2009,1,6-1,173lb,27.9,21.6,5.2,2.5,1.0,2.2,3.2,0.424,0.264,0.777,4.7
2011,Angie Bjorklund,F,CHI,Tennessee,2011,17,6-0,,6.1,1.1,0.3,0.3,0.0,0.1,0.3,0.182,0.2,1.0,-0.1
2011,Armintie Herrington,G,ATL,Ole Miss,2007,3,5-9,132lb,23.4,8.5,3.0,2.8,0.1,1.5,1.4,0.519,0.0,0.608,2.9
2011,Ashley Robinson,C,SEA,Tennessee,2004,14,6-4,180lb,17.1,3.8,3.9,0.7,1.0,0.6,1.3,0.484,0.0,0.5,1.1
2011,Asjha Jones,F,CON,UConn,2002,4,6-2,187lb,28.6,13.3,6.4,1.9,0.5,0.6,1.9,0.444,0.3,0.711,2.2
2011,Becky Hammon,G,SAS,Colorado State,,Undrafted,5-6,136lb,31.8,15.9,2.9,5.8,0.2,1.5,3.6,0.44,0.389,0.892,3.7
2011,Belinda Snell,G,SEA,Australia,,Undrafted,5-11,165lb,6.4,2.0,0.7,0.3,0.1,0.1,0.4,0.393,0.381,0.846,0.4
2011,Betty Lennox,G,TUL,Louisiana Tech,2000,6,5-8,143lb,6.1,1.9,0.9,0.6,0.0,0.2,0.7,0.174,0.235,0.833,-0.3
2011,Briann January,G,IND,Arizona State,2009,6,5-8,148lb,28.6,8.6,1.4,5.0,0.0,1.5,3.3,0.357,0.318,0.829,0.3
2011,Camille Smith,F,SEA,UNC,2007,17,6-2,180lb,26.9,9.6,5.2,1.6,0.7,1.4,2.3,0.464,0.227,0.663,2.1
2011,Candace Parker,F-C,LAS,Tennessee,2008,1,6-4,184lb,32.6,18.5,8.6,2.8,1.6,1.2,1.9,0.511,0.419,0.736,3.0
2011,Candice Dupree,F,PHO,Temple,2006,6,6-2,178lb,31.6,14.6,8.2,1.8,0.7,0.6,2.0,0.548,0.167,0.852,4.3
2011,Candice Wiggins,G,MIN,Stanford,2008,3,5-11,147lb,17.1,5.9,1.9,1.5,0.2,0.5,0.9,0.386,0.395,0.625,1.8
2011,Cappie Pondexter,G,NYL,Rutgers University,2006,2,5-9,160lb,33.9,17.4,4.1,4.7,0.3,1.3,2.7,0.402,0.345,0.813,4.2
2011,Carolyn Swords,C,CHI,Boston College,2011,15,6-6,215lb,7.5,2.7,1.8,0.3,0.2,0.2,0.6,0.528,,0.875,0.8
2011,Cathrine Kraayeveld,F,CHI,Oregon,2005,27,6-3,183lb,20.6,5.9,2.6,1.2,0.2,0.6,1.2,0.395,0.409,0.733,1.5
2011,Charde Houston,F,MIN,UConn,2008,30,6-0,180lb,7.8,2.9,1.7,0.5,0.1,0.3,0.8,0.365,0.261,0.75,0.1
2011,Chastity Reed,F,TUL,Little Rock,2011,25,6-1,155lb,13.2,3.5,1.9,0.7,0.1,0.3,1.1,0.37,0.0,0.667,-0.5
2011,Coco Miller,G,ATL,Georgia,2001,9,5-9,140lb,17.4,7.3,1.9,1.4,0.0,0.6,1.0,0.432,0.333,0.541,0.9
2011,Courtney Paris,C,ATL,Oklahoma,2009,7,6-4,250lb,9.6,3.4,3.1,0.4,0.4,0.3,0.3,0.519,0.0,0.516,1.2
2011,Courtney Vandersloot,G,CHI,Gonzaga,2011,3,5-8,137lb,22.9,6.5,2.0,3.7,0.4,0.7,2.7,0.391,0.271,0.766,-0.1
2011,Crystal Langhorne,F-C,WAS,Maryland,2008,6,6-2,185lb,34.3,18.2,7.6,1.6,0.5,1.3,3.3,0.534,0.125,0.711,3.2
2011,Danielle Adams,F-C,SAS,Texas A&M,2011,20,6-1,239lb,20.9,12.4,4.3,0.6,0.7,0.5,1.2,0.43,0.35,0.746,1.9
2011,Danielle McCray,F,CON,Kansas,2010,7,5-11,170lb,15.1,5.9,2.3,1.2,0.1,0.5,1.0,0.399,0.391,0.771,1.4
2011,Danielle Robinson,G,SAS,Oklahoma,2011,6,5-9,137lb,23.1,8.2,2.3,3.9,0.1,0.8,1.8,0.46,0.0,0.903,2.7
2011,DeLisha Milton-Jones,F,LAS,Florida,1999,4,6-1,185lb,26.2,11.7,4.6,2.0,0.4,0.9,2.4,0.462,0.352,0.831,1.4
2011,DeMya Walker,F,TOT,Virginia,2003,5,6-3,191lb,16.3,5.0,3.2,0.8,0.2,0.3,1.5,0.396,0.0,0.735,-0.2
2011,DeMya Walker,F,TOT,Virginia,2003,5,6-3,191lb,16.3,5.0,3.2,0.8,0.2,0.3,1.5,0.396,0.0,0.735,-0.1
2011,DeMya Walker,F,TOT,Virginia,2003,5,6-3,191lb,16.3,5.0,3.2,0.8,0.2,0.3,1.5,0.396,0.0,0.735,-0.2
2011,DeWanna Bonner,G-F,PHO,Auburn,2009,5,6-4,140lb,25.2,10.7,7.0,0.8,1.1,1.0,1.0,0.43,0.343,0.909,3.8
2011,Diana Taurasi,G,PHO,UConn,2004,1,6-0,163lb,30.2,21.6,3.2,3.6,0.6,0.8,3.0,0.449,0.395,0.903,5.1
2011,Dominique Canty,G,CHI,Alabama,1999,29,5-9,166lb,15.0,4.1,1.2,2.0,0.1,0.5,1.5,0.318,0.143,0.576,-0.6
2011,Doneeka Lewis,G,TUL,LSU,2004,25,5-9,160lb,20.2,6.2,2.2,2.8,0.2,0.8,2.6,0.279,0.269,,-0.4
2011,Ebony Hoffman,F,LAS,USC,2004,9,6-2,215lb,22.1,7.5,4.2,1.1,0.3,1.1,1.5,0.437,0.429,0.844,1.2
2011,Epiphanny Prince,G,CHI,Rutgers University,2010,4,5-9,179lb,29.4,13.6,2.1,3.0,0.4,2.3,1.7,0.375,0.373,0.804,3.3
2011,Erika de Souza,F-C,ATL,Brazil,2008,2,6-5,190lb,27.4,11.8,7.5,1.0,1.3,1.2,1.8,0.499,0.0,0.655,2.9
2011,Erin Phillips,G,IND,Australia,2005,21,5-8,165lb,22.2,8.6,2.8,2.4,0.0,1.0,1.5,0.462,0.426,0.833,2.8
2011,Erin Thorn,G,CHI,BYU,2003,17,5-9,145lb,16.8,5.4,1.7,2.4,0.1,0.3,1.7,0.405,0.395,0.947,0.6
2011,Essence Carson,G,NYL,Rutgers University,2008,7,6-0,163lb,22.7,11.3,2.8,1.7,0.6,1.2,1.4,0.437,0.387,0.738,2.7
2011,Ewelina Kobryn,C,SEA,Poland,,Undrafted,6-4,210lb,6.8,1.4,1.2,0.3,0.3,0.3,0.4,0.367,0.286,0.667,0.1
2011,Felicia Chester,F,NYL,DePaul,2011,14,6-3,,6.8,0.5,2.0,0.0,0.0,0.3,0.0,0.333,,0.0,0.0
2011,Ify Ibekwe,F,SEA,Arizona,2011,24,6-2,148lb,2.7,0.0,1.0,0.0,0.0,0.0,0.3,0.0,,,-0.1
2011,Ivory Latta,G,TUL,UNC,2007,11,5-6,138lb,28.5,12.2,2.0,3.2,0.1,1.2,2.9,0.414,0.351,0.83,-0.1
2011,Iziane Castro Marques,F-G,ATL,Brazil,,Undrafted,6-0,140lb,19.8,7.6,1.7,1.7,0.1,0.4,1.6,0.36,0.213,0.62,-0.4
2011,Jacinta Monroe,F,TUL,Florida State,2010,6,6-5,162lb,5.3,0.0,1.0,0.3,0.0,0.0,0.5,0.0,,,-0.2
2011,Jantel Lavender,F,LAS,Ohio State,2011,5,6-4,185lb,14.8,6.6,3.1,0.5,0.4,0.2,0.8,0.5,,0.733,0.9
2011,Jasmine Thomas,G,WAS,Duke,2011,12,5-9,143lb,19.3,6.4,2.1,1.9,0.3,0.7,1.6,0.353,0.312,0.667,-0.5
2011,Jayne Appel-Marinelli,C,SAS,Stanford,2010,5,6-4,210lb,14.6,3.2,4.6,0.8,0.6,0.5,0.7,0.472,0.333,0.56,1.4
2011,Jeanette Pohlen-Mavunga,G,IND,Stanford,2011,9,6-0,171lb,15.9,4.1,1.4,1.0,0.1,0.4,0.6,0.471,0.468,0.867,1.5
2011,Jenna O'Hea,F,LAS,Australia,,Undrafted,6-1,174lb,16.4,4.8,1.5,1.3,0.2,0.4,0.8,0.434,0.444,0.786,0.8
2011,Jennifer Lacy,F,TUL,Pepperdine,2008,9,6-3,175lb,19.2,6.3,2.6,1.0,0.5,0.6,1.5,0.402,0.35,0.7,-0.3
2011,Jessica Adair,C,MIN,George Washington,2009,34,6-4,197lb,10.4,4.3,2.9,0.3,0.6,0.3,0.9,0.485,,0.653,1.2
2011,Jessica Breland,F,TOT,UNC,2011,13,6-2,166lb,5.8,1.5,1.1,0.3,0.5,0.2,0.2,0.391,,1.0,0.1
2011,Jessica Breland,F,TOT,UNC,2011,13,6-2,166lb,5.8,1.5,1.1,0.3,0.5,0.2,0.2,0.391,,1.0,0.1
2011,Jessica Breland,F,TOT,UNC,2011,13,6-2,166lb,5.8,1.5,1.1,0.3,0.5,0.2,0.2,0.391,,1.0,0.0
2011,Jessica Davenport,C,IND,Ohio State,2007,2,6-5,215lb,21.1,10.7,4.8,0.5,1.3,0.8,1.6,0.529,0.0,0.702,3.0
2011,Jessica Moore,F-C,CON,UConn,2005,24,6-3,175lb,6.9,1.7,0.8,0.2,0.1,0.2,0.5,0.425,,0.778,0.1
2011,Jia Perkins,G,SAS,Texas Tech,2004,35,5-8,165lb,25.1,12.0,3.5,1.4,0.3,1.3,1.0,0.418,0.313,0.845,2.6
2011,Joy Cheek,F,WAS,Duke,2010,35,6-1,201lb,5.3,1.0,1.0,0.0,0.3,0.0,0.7,0.25,0.0,1.0,-0.1
2011,Kalana Greene,G,CON,UConn,2010,13,5-10,155lb,23.7,5.6,3.8,1.5,0.4,0.9,0.9,0.422,0.391,0.6,2.0
2011,Kara Braxton,C-F,TOT,Georgia,2005,7,6-6,225lb,16.8,7.8,4.1,1.1,0.6,0.6,1.6,0.512,0.455,0.558,1.1
2011,Kara Braxton,C-F,TOT,Georgia,2005,7,6-6,225lb,16.8,7.8,4.1,1.1,0.6,0.6,1.6,0.512,0.455,0.558,1.2
2011,Kara Braxton,C-F,TOT,Georgia,2005,7,6-6,225lb,16.8,7.8,4.1,1.1,0.6,0.6,1.6,0.512,0.455,0.558,-0.1
2011,Kara Lawson,G,CON,Tennessee,2003,5,5-9,150lb,25.2,10.4,2.6,2.9,0.0,0.7,1.4,0.449,0.43,0.89,3.8
2011,Karima Christmas-Kelly,F-G,TOT,Duke,2011,23,6-0,209lb,9.9,3.3,1.2,0.2,0.1,0.5,0.8,0.341,0.225,0.744,-0.1
2011,Karima Christmas-Kelly,F-G,TOT,Duke,2011,23,6-0,209lb,9.9,3.3,1.2,0.2,0.1,0.5,0.8,0.341,0.225,0.744,0.0
2011,Karima Christmas-Kelly,F-G,TOT,Duke,2011,23,6-0,209lb,9.9,3.3,1.2,0.2,0.1,0.5,0.8,0.341,0.225,0.744,-0.2
2011,Katie Douglas,G-F,IND,Purdue,2001,10,6-0,165lb,29.4,13.9,3.9,2.8,0.3,1.3,2.0,0.465,0.44,0.671,3.8
2011,Katie Smith,G,SEA,Ohio State,1999,,5-11,175lb,25.1,7.5,2.3,2.0,0.1,0.7,1.3,0.395,0.395,0.857,2.2
2011,Kayla Pedersen,F,TUL,Stanford,2011,7,6-4,190lb,23.8,6.8,3.6,1.8,0.4,1.1,1.3,0.402,0.324,0.796,0.8
2011,Kelly Mazzante,G,ATL,Penn State,2004,18,6-0,155lb,5.7,0.5,0.3,0.0,0.0,0.2,0.2,0.083,0.083,,-0.2
2011,Kelly Miller,G,WAS,Georgia,2001,2,5-10,140lb,27.7,7.4,2.3,2.8,0.2,0.7,1.8,0.382,0.441,0.789,0.7
2011,Kelsey Griffin,F,CON,Nebraska,2010,3,6-2,179lb,13.0,3.6,3.1,0.5,0.3,0.7,0.4,0.357,0.167,0.731,1.6
2011,Kerri Gardin,F,WAS,Virginia Tech,2006,34,6-1,168lb,14.0,1.5,2.7,1.0,0.5,0.9,0.9,0.237,0.0,0.517,-0.5
2011,Ketia Swanier,G,PHO,UConn,2008,12,5-7,150lb,14.8,2.7,1.9,2.3,0.0,0.8,1.7,0.342,0.286,0.688,-0.5
2011,Kia Vaughn,C,NYL,Rutgers University,2009,8,6-4,205lb,28.1,10.1,6.7,1.1,0.7,1.2,1.8,0.497,,0.786,3.3
2011,Kristi Toliver,G,LAS,Maryland,2009,3,5-7,130lb,23.6,11.2,1.9,2.9,0.0,0.7,2.1,0.423,0.427,0.907,1.3
2011,Krystal Thomas,C,TOT,Duke,2011,36,6-5,210lb,8.0,1.5,0.8,0.1,0.5,0.1,0.7,0.588,,0.5,-0.1
2011,Krystal Thomas,C,TOT,Duke,2011,36,6-5,210lb,8.0,1.5,0.8,0.1,0.5,0.1,0.7,0.588,,0.5,-0.1
2011,Krystal Thomas,C,TOT,Duke,2011,36,6-5,210lb,8.0,1.5,0.8,0.1,0.5,0.1,0.7,0.588,,0.5,0.1
2011,LaToya Sanders,F-C,LAS,UNC,2008,13,6-2,170lb,11.1,3.9,2.4,0.3,0.7,0.3,0.6,0.473,1.0,0.889,0.6
2011,Lauren Jackson,F-C,SEA,Australia,2001,1,6-6,187lb,24.8,12.2,4.9,0.3,0.8,1.0,1.3,0.396,0.311,0.884,1.3
2011,Le'coe Willingham,F,SEA,Auburn,,Undrafted,6-0,200lb,19.1,6.4,4.2,1.1,0.2,0.5,1.3,0.473,0.275,0.642,1.9
2011,Leilani Mitchell,G,NYL,Utah,2008,25,5-5,138lb,25.4,5.6,2.1,2.9,0.1,1.3,1.3,0.375,0.364,0.8,2.0
2011,Lindsay Whalen,G,MIN,Minnesota,2004,4,5-9,170lb,28.1,13.6,3.5,5.9,0.1,1.1,2.2,0.511,0.405,0.73,5.7
2011,Lindsay Wisdom-Hylton,F,CHI,Purdue,2009,13,6-2,186lb,8.1,1.7,1.9,0.6,0.5,0.4,0.7,0.415,0.0,0.5,0.2
2011,Lindsey Harding,G,ATL,Duke,2007,1,5-8,139lb,30.5,10.5,3.2,4.8,0.2,1.0,2.4,0.455,0.303,0.733,2.1
2011,Liz Cambage,C,TUL,Great Britain,2011,2,6-8,216lb,20.0,11.5,4.7,0.5,0.9,0.8,2.4,0.511,0.0,0.794,1.6
2011,Marie Ferdinand-Harris,G,PHO,LSU,2001,8,5-9,162lb,17.4,6.8,1.5,1.1,0.2,0.6,1.3,0.335,0.333,0.974,-0.8
2011,Marion Jones,G,TUL,UNC,2003,33,5-10,150lb,6.5,0.7,0.4,0.2,0.1,0.5,0.4,0.19,0.0,0.5,-0.4
