Year,Player Name,Position,Team,College / Origin,Year Drafted,Draft Pick,Height,Weight,Minutes Per Game,Points Per Game,Rebounds Per Game,Assists Per Game,Blocks Per Game,Steals Per Game,Turnovers Per Game,FG%,3P%,FT%,Win Shares
2001,Erin Perperoglou,F,MIN,Master's College,2001,23,6-3,181lb,22.7,5.7,3.7,1.9,0.9,0.8,2.0,0.348,0.276,0.618,0.2
2001,Eva Nemcova,F,CLE,Czech Republic,1997,4,6-3,,14.1,4.3,1.3,1.0,0.6,0.3,0.8,0.342,0.2,0.625,0.2
2001,Georgia Schweitzer,G-F,MIN,Duke,2001,21,6-0,,17.6,3.5,2.1,1.4,0.3,0.5,0.7,0.314,0.167,0.765,0.2
2001,Gordana Grubin,G,IND,Serbia,2000,1,5-11,165lb,17.8,6.3,1.8,1.2,0.0,0.3,1.3,0.371,0.293,0.744,0.0
2001,Grace Daley,G,NYL,Tulane,2000,5,5-8,147lb,4.4,1.7,0.5,0.7,0.1,0.5,0.5,0.476,0.0,0.556,0.3
2001,Hajdana Radunovic,C,NYL,Montenegro,,Undrafted,6-3,187lb,2.3,1.0,1.0,0.0,0.3,0.0,0.5,0.5,,1.0,0.0
2001,Helen Darling,G,CLE,Penn State,2000,17,5-6,164lb,24.3,6.1,2.4,3.4,0.1,1.1,2.2,0.355,0.329,0.764,2.4
2001,Helen Luz,G,WAS,Brazil,,Undrafted,5-8,144lb,15.3,5.1,1.2,1.7,0.2,0.9,1.3,0.404,0.39,0.88,1.5
2001,Ilona Korstine,G,PHO,Russia,2001,29,6-0,160lb,6.3,1.8,0.9,0.4,0.0,0.3,0.8,0.28,0.333,0.857,-0.2
2001,Jackie Stiles,G,POR,Missouri State,2001,4,5-8,144lb,32.0,14.9,2.4,1.7,0.1,0.8,2.1,0.405,0.431,0.779,2.8
2001,Jaclyn Johnson,F,ORL,Kansas,2001,42,6-0,201lb,8.2,2.1,1.4,0.5,0.2,0.2,1.0,0.56,0.429,0.8,0.1
2001,Jae Kingi-Cross,G,DET,New Zealand,2001,22,5-8,150lb,21.6,5.8,2.2,2.6,0.3,1.1,1.8,0.387,0.375,0.722,1.0
2001,Jamie Redd,F,SEA,Washington,,Undrafted,6-1,164lb,20.6,7.2,2.6,1.5,0.1,0.5,1.5,0.38,0.286,0.682,0.8
2001,Janell Burse,C,MIN,Tulane,2001,28,6-5,199lb,8.5,2.4,2.1,0.3,0.8,0.1,1.0,0.333,0.0,0.75,-0.1
2001,Janeth Arcain,G,HOU,Brazil,1997,13,5-11,147lb,36.1,18.5,4.3,2.9,0.1,1.9,2.6,0.426,0.333,0.9,6.2
2001,Jaynetta Saunders,F,PHO,Texas A&M,2001,27,5-11,145lb,9.0,2.4,1.4,0.3,0.3,0.4,0.5,0.325,0.333,0.68,0.0
2001,Jennifer Azzi,G,UTA,Stanford,1999,5,5-8,143lb,37.7,8.6,3.1,5.3,0.3,0.7,2.2,0.408,0.514,0.917,3.5
2001,Jennifer Gillom,F-C,PHO,Ole Miss,1997,,6-3,180lb,26.8,12.3,4.0,1.1,0.6,1.0,2.2,0.423,0.343,0.74,1.6
2001,Jennifer Rizzotti,G,CLE,UConn,1999,48,5-6,146lb,14.9,3.7,0.9,1.6,0.1,0.8,1.3,0.382,0.384,0.636,1.2
2001,Jennifer Whittle,C,WAS,Australia,1999,37,6-5,,5.0,0.0,0.3,0.0,0.3,0.0,0.8,0.0,0.0,0.0,-0.2
2001,Jenny Mowe,C,POR,Oregon,2001,20,6-5,,3.4,1.2,0.6,0.0,0.2,0.0,0.4,1.0,,,0.0
2001,Jessie Hicks,C-F,ORL,Maryland,1997,12,6-4,188lb,14.3,5.3,2.9,0.7,0.5,0.7,1.7,0.389,,0.652,0.1
2001,Jurgita Streimikyte,F,IND,Lithuania,2000,26,6-2,165lb,26.2,9.1,5.1,1.9,0.7,1.4,1.9,0.478,0.0,0.842,2.2
2001,Kamila Vodichkova,F-C,SEA,Czech Republic,2000,9,6-4,190lb,14.0,5.2,2.4,0.8,0.2,0.6,1.2,0.418,0.4,0.864,1.2
2001,Kara Wolters,C,SAC,UConn,1999,36,6-7,227lb,12.2,4.9,2.4,0.5,0.8,0.1,1.1,0.47,,0.806,1.0
2001,Katarina Lazic,G,NYL,Serbia,,Undrafted,5-10,147lb,6.9,2.1,0.8,0.4,0.0,0.4,1.3,0.4,0.0,0.5,-0.3
2001,Kate Paye,G,MIN,Stanford,,Undrafted,5-8,150lb,20.4,2.8,1.9,3.0,0.0,0.7,1.4,0.385,0.357,0.688,0.8
2001,Kate Starbird,F-G,UTA,Stanford,1999,26,6-1,153lb,13.5,4.7,1.3,0.9,0.0,0.3,0.7,0.373,0.217,0.815,0.4
2001,Katie Douglas,G-F,ORL,Purdue,2001,10,6-0,165lb,20.0,7.0,2.3,1.8,0.3,1.7,2.0,0.362,0.316,0.723,0.8
2001,Katie Smith,G,MIN,Ohio State,1999,,5-11,175lb,38.6,23.1,3.8,2.2,0.2,0.7,2.7,0.393,0.354,0.895,7.5
2001,Katrina Colleton,F,MIA,Maryland,1997,19,5-10,145lb,8.6,1.9,0.5,0.5,0.1,0.1,0.5,0.256,0.0,0.6,-0.4
2001,Katy Steding,F,SEA,Stanford,2000,14,6-0,173lb,15.1,3.9,1.3,0.9,0.3,0.6,0.8,0.372,0.457,0.8,0.6
2001,Kedra Holland-Corn,G,SAC,Georgia,1999,14,5-8,129lb,27.3,10.1,2.3,2.2,0.2,1.8,2.1,0.442,0.393,0.683,3.4
2001,Keisha Anderson,G,CHA,Wisconsin,,Undrafted,5-7,125lb,5.7,0.7,0.8,0.8,0.0,0.3,0.9,0.125,0.0,0.8,-0.4
2001,Keitha Dickerson,F,UTA,Texas Tech,2000,24,5-11,165lb,1.5,0.0,0.3,0.3,0.0,0.0,0.0,,,0.0,-0.1
2001,Kelley Gibson,F-G,HOU,Maryland,,Undrafted,5-9,137lb,10.3,1.6,1.0,0.5,0.2,0.3,0.5,0.228,0.143,0.682,-0.2
2001,Kelly Miller,G,CHA,Georgia,2001,2,5-10,140lb,8.7,2.1,1.1,0.5,0.0,0.3,0.3,0.386,0.368,0.8,0.6
2001,Kelly Santos,F,DET,Brazil,2001,54,6-3,188lb,10.9,3.7,1.9,0.4,0.2,0.2,0.9,0.476,0.0,0.667,0.2
2001,Kelly Schumacher,C,IND,UConn,2001,14,6-5,183lb,13.6,4.0,2.5,0.4,1.0,0.2,0.8,0.495,0.6,0.85,0.9
2001,Kisha Ford,G-F,MIA,Georgia Tech,1997,27,5-10,153lb,13.2,2.4,2.2,0.7,0.2,0.6,0.6,0.325,0.091,0.563,0.5
2001,Korie Hlede,G,UTA,Duquesne,1998,4,5-9,155lb,16.9,5.6,1.5,1.6,0.0,0.9,1.6,0.39,0.348,0.868,0.5
2001,Kristen Rasmussen,F,MIA,Michigan State,2000,51,6-4,172lb,14.9,2.7,3.1,0.6,0.5,0.4,1.1,0.36,0.25,0.75,0.3
2001,Kristen Veal,G,PHO,Australia,2001,13,5-10,150lb,22.7,4.0,2.1,4.3,0.1,1.1,2.8,0.28,0.28,0.762,-0.8
2001,Kristi Harrower,G,MIN,Australia,,Undrafted,5-4,139lb,18.0,5.3,1.0,2.8,0.0,0.8,0.8,0.467,0.5,1.0,0.4
2001,Kristin Folkl,F,POR,Stanford,1999,,6-2,190lb,26.9,5.6,7.7,1.4,1.1,0.6,1.2,0.428,0.417,0.825,2.5
2001,La'Keshia Frett,F,SAC,Georgia,1999,40,6-3,170lb,13.4,4.3,1.8,0.6,0.2,0.3,1.1,0.389,,0.857,0.4
2001,LaQuanda Barksdale,G,POR,UNC,2001,12,5-10,,7.0,0.4,1.2,0.8,0.0,0.4,0.2,0.1,0.0,,-0.1
2001,LaTonya Johnson,F,UTA,Memphis,1998,21,6-1,150lb,8.8,1.9,0.7,0.3,0.0,0.1,0.5,0.262,0.167,0.786,-0.5
2001,Lady Grooms,F,SAC,Georgia,1997,,5-10,160lb,17.5,4.5,2.5,1.2,0.3,0.5,0.8,0.43,,0.741,1.8
2001,Latasha Byears,G-F,LAS,DePaul,,Undrafted,5-11,206lb,23.1,9.3,5.7,0.9,0.4,1.3,1.2,0.602,0.333,0.577,4.5
2001,Lauren Jackson,F-C,SEA,Australia,2001,1,6-6,187lb,34.5,15.2,6.7,1.5,2.2,1.9,1.8,0.367,0.31,0.727,4.1
2001,Levys Torres,C,MIA,Colombia,2001,37,6-2,,4.0,0.0,0.0,0.0,0.0,0.0,1.0,,,,-0.1
2001,Lisa Harrison,F,PHO,Tennessee,1999,34,6-1,164lb,28.6,7.7,4.3,1.6,0.0,1.2,1.5,0.43,0.333,0.864,1.8
2001,Lisa Leslie,C,LAS,USC,1997,,6-5,170lb,33.3,19.5,9.6,2.4,2.3,1.1,3.2,0.473,0.367,0.736,7.0
2001,Lynn Pride,G-F,MIN,Kansas,2000,7,6-2,180lb,22.3,5.3,4.6,0.9,0.6,0.9,1.4,0.391,0.25,0.6,0.7
2001,Mactabene Amachree,F,NYL,Nigeria,,Undrafted,6-1,175lb,1.5,0.5,0.5,0.0,0.5,0.0,0.5,,,0.5,0.0
2001,Maren Walseth,F,SAC,Penn State,2001,46,6-2,,2.0,1.0,0.5,0.0,0.0,0.0,0.5,0.5,,1.0,0.0
2001,Margo Dydek,C,UTA,Poland,1998,1,7-2,223lb,30.3,10.9,7.6,2.0,3.5,0.8,2.8,0.44,0.4,0.798,3.0
2001,Maria Stepanova,C,PHO,Russia,,8,6-8,187lb,25.5,10.4,6.3,1.3,2.0,1.3,1.6,0.507,0.0,0.615,3.7
2001,Marie Ferdinand-Harris,G,UTA,LSU,2001,8,5-9,162lb,27.0,11.4,2.7,2.5,0.1,1.3,2.0,0.493,0.262,0.611,2.7
2001,Markita Aldridge,G,WAS,UNC Charlotte,,Undrafted,5-11,,7.0,1.4,0.4,0.4,0.0,0.0,0.8,0.333,0.0,1.0,-0.1
2001,Marla Brumfield,G,MIA,Rice University,2000,22,5-8,133lb,9.1,1.6,0.9,1.2,0.0,0.7,0.9,0.283,0.333,1.0,0.0
2001,Marlies Askamp,C,MIA,Germany,,Undrafted,6-5,198lb,14.4,2.5,2.9,0.5,0.4,0.4,0.6,0.483,,0.563,1.3
2001,Maylana Martin,C-F,MIN,UCLA,2000,10,6-2,174lb,15.9,3.1,2.8,0.6,0.5,0.5,1.2,0.34,0.333,0.613,-0.1
2001,Merlakia Jones,G,CLE,Florida,1997,13,5-10,147lb,33.3,13.5,5.5,1.5,0.1,1.0,1.8,0.438,0.265,0.793,4.5
2001,Mery Andrade,F,CLE,Old Dominion,1999,23,6-0,169lb,27.9,4.8,2.7,3.1,0.3,1.6,1.9,0.339,0.2,0.667,1.7
2001,Michaela Pavlickova,F,UTA,Denver,2001,24,6-3,175lb,2.1,0.1,0.6,0.1,0.2,0.0,0.1,0.0,,0.5,0.0
2001,Michele Timms,G,PHO,Australia,1997,,5-7,132lb,19.4,4.7,2.1,4.1,0.1,1.0,2.0,0.345,0.304,0.8,0.2
2001,Michele Van Gorp,C,MIN,Duke,1999,18,6-6,187lb,11.0,1.9,1.5,0.5,0.3,0.1,0.8,0.375,0.0,0.55,-0.2
2001,Michelle Cleary,G,PHO,Australia,,Undrafted,,,12.3,0.5,0.8,2.3,0.0,0.5,0.8,0.0,0.0,1.0,0.0
2001,Michelle Edwards,G,SEA,Iowa,1997,,5-9,150lb,4.3,1.3,0.7,1.3,0.0,0.3,1.0,0.333,,1.0,0.0
2001,Michelle Marciniak,G,SEA,Tennessee,,Undrafted,5-10,154lb,14.5,4.9,1.4,1.7,0.1,1.1,1.1,0.367,0.303,0.541,0.5
2001,Monica Maxwell,F,IND,Louisiana Tech,,Undrafted,5-9,162lb,15.9,3.1,2.5,0.9,0.3,0.3,1.5,0.302,0.226,0.667,-0.4
2001,Murriel Page,F,WAS,Florida,1998,3,6-2,160lb,30.9,7.0,5.5,1.7,1.1,0.9,1.9,0.433,0.235,0.583,1.4
2001,Mwadi Mabika,G,LAS,Democratic Republic of Congo,,Undrafted,5-11,,29.6,11.2,4.6,3.1,0.4,1.4,1.6,0.387,0.382,0.861,4.3
2001,Nadine Malcolm,F,IND,Providence,,Undrafted,6-1,170lb,22.7,8.3,3.0,0.8,0.1,0.4,1.5,0.425,0.411,0.871,1.2
2001,Natalie Williams,C,UTA,UCLA,1999,3,6-2,210lb,34.3,14.2,9.9,1.8,0.3,1.3,2.3,0.49,0.0,0.729,5.1
2001,Nekeshia Henderson,G,HOU,Texas,,Undrafted,,,7.8,1.1,0.9,1.0,0.0,0.3,0.7,0.237,0.273,0.286,-0.3
2001,Nicky McCrimmon,G,LAS,USC,2000,63,5-8,125lb,12.5,2.3,0.4,2.3,0.0,0.8,0.8,0.444,0.417,0.429,0.8
2001,Nicole Kubik,G,PHO,Nebraska,2000,15,5-9,145lb,7.0,0.7,0.7,1.7,0.0,1.3,1.0,0.25,0.0,,0.0
2001,Nicole Levandusky,G,LAS,Xavier,2001,32,5-8,,5.2,1.5,0.7,0.5,0.1,0.4,0.4,0.318,0.294,1.0,0.2
2001,Niele Ivey,G,IND,Notre Dame,2001,19,5-7,149lb,22.1,3.6,1.7,2.2,0.2,1.0,1.1,0.373,0.357,0.933,0.9
2001,Nikki McCray,G,WAS,Tennessee,1998,,5-11,158lb,25.9,11.0,1.8,1.5,0.0,0.8,2.3,0.41,0.232,0.711,1.4
2001,Nykesha Sales,F-G,ORL,UConn,1999,,6-0,184lb,32.5,13.5,5.4,1.8,0.2,2.2,2.3,0.438,0.314,0.784,4.0
2001,Olympia Scott,C,IND,Stanford,1998,11,6-2,175lb,24.2,8.8,5.0,1.3,0.4,0.7,2.3,0.456,0.0,0.739,1.4
2001,Paige Sauer,C,CLE,UConn,2000,31,6-5,200lb,2.0,1.0,1.0,0.0,0.5,0.0,0.5,0.333,,,0.0
2001,Pat Luckey,F,PHO,Houston,,Undrafted,6-1,,8.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,0.0
2001,Penny Taylor,F,CLE,Australia,2001,11,6-1,165lb,17.5,7.2,3.5,1.4,0.3,1.1,1.2,0.382,0.301,0.783,3.0
2001,Pollyanna Johns Kimbrough,C,CLE,Michigan,1998,27,6-3,165lb,6.6,1.6,1.7,0.2,0.1,0.0,0.6,0.444,,0.444,0.2
2001,Quacy Barnes,C,SEA,Indiana,1998,22,6-5,185lb,11.5,3.4,1.7,0.6,0.3,0.5,0.8,0.39,1.0,0.778,0.4
2001,Rachael Sporn,F,DET,Australia,1998,14,6-1,175lb,11.5,1.8,2.3,0.5,0.2,0.3,0.6,0.404,,0.333,0.0
2001,Rebecca Lobo,C,NYL,UConn,1997,,6-4,,5.3,1.1,0.9,0.1,0.0,0.1,0.4,0.318,0.5,0.5,-0.2
2001,Reshea Bristol,G,CHA,Arizona,2001,50,5-10,,5.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,,,0.0
2001,Rhonda Mapp,C,LAS,NC State,1997,3,6-2,,13.2,4.2,2.6,0.5,0.2,0.5,0.8,0.415,0.0,0.75,0.9
2001,Rita Williams,G,IND,UConn,1998,13,5-6,135lb,32.6,11.9,3.3,3.6,0.3,2.3,3.1,0.392,0.376,0.833,2.8
2001,Rushia Brown,F,CLE,Furman University,,Undrafted,6-2,175lb,25.3,8.3,4.4,1.2,0.3,1.5,1.2,0.518,1.0,0.73,4.6
2001,Ruth Riley,C,MIA,Notre Dame,2001,5,6-5,198lb,25.0,6.8,4.1,0.8,1.4,0.8,2.0,0.475,,0.771,2.4
2001,Ruthie Bolton,G,SAC,Auburn,1997,,5-9,150lb,18.8,7.2,3.0,1.8,0.0,0.9,1.3,0.338,0.364,0.692,2.0
2001,Sandy Brondello,G,MIA,Australia,1998,34,5-7,136lb,29.3,12.7,1.7,2.2,0.1,1.0,1.3,0.413,0.394,0.814,3.2
2001,Semeka Randall,G,SEA,Tennessee,2001,17,5-9,164lb,27.6,9.4,3.3,1.4,0.1,0.9,2.3,0.371,0.0,0.66,-0.8
2001,Shalonda Enis,F-C,CHA,Alabama,1999,13,6-1,185lb,19.5,6.0,3.5,0.4,0.2,0.3,1.1,0.418,0.452,0.714,1.7
2001,Shanele Stires,F,MIN,Kansas State,2000,56,5-11,208lb,11.2,2.8,1.5,0.8,0.2,0.4,1.1,0.377,0.24,0.714,0.0
2001,Shannon Johnson,G,ORL,South Carolina,1999,,5-7,152lb,30.2,11.6,3.0,2.6,0.2,1.3,2.1,0.367,0.365,0.757,2.4
2001,Sheri Sam,G-F,MIA,Vanderbilt,1999,20,6-0,160lb,34.4,13.9,4.3,2.8,0.3,1.7,2.7,0.432,0.276,0.75,3.6
2001,Simone Edwards,C,SEA,Iowa,,Undrafted,6-4,164lb,25.3,7.4,4.9,0.8,0.6,0.8,1.2,0.479,,0.663,2.6
2001,Slobodanka Tuvic,C,PHO,Serbia,,Undrafted,6-4,194lb,10.8,1.8,2.1,0.6,0.6,0.5,0.9,0.31,,0.475,-0.1
2001,Sonja Henning,G,SEA,Stanford,1999,24,5-7,143lb,28.2,3.4,2.2,2.9,0.2,1.6,1.3,0.318,0.182,0.514,0.4
2001,Sophia Witherspoon,G,POR,Florida,1997,11,5-10,145lb,27.8,12.0,2.4,1.7,0.3,1.0,2.3,0.316,0.313,0.849,0.7
2001,Stacey Ford,F,NYL,Georgia,,Undrafted,6-2,,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,,,0.0
2001,Stacey Lovelace,C,SEA,Purdue,2006,7,6-4,170lb,9.6,3.5,1.5,0.4,0.2,0.4,0.8,0.38,0.385,0.706,0.3
2001,Stacey Thomas,F,POR,Michigan,2000,23,5-10,154lb,12.9,1.8,2.2,1.3,0.3,0.9,1.3,0.367,0.0,0.429,0.0
2001,Stacy Clinesmith,G,SAC,UC Santa Barbara,2000,30,5-5,125lb,4.7,0.6,0.2,0.9,0.0,0.1,0.4,0.286,0.2,,0.0
2001,Stephanie White,G-F,IND,Purdue,1999,21,5-9,,16.8,5.6,1.8,1.9,0.5,0.9,1.3,0.38,0.404,0.774,1.4
2001,Sue Wicks,F,NYL,Rutgers University,1997,6,6-3,174lb,20.1,5.2,4.6,1.2,1.0,1.2,1.4,0.469,0.0,0.673,2.0
2001,Summer Erb,C,CHA,,2000,11,6-6,240lb,8.2,3.0,1.9,0.2,0.3,0.1,0.6,0.429,,0.857,0.6
2001,Svetlana Abrosimova,F,MIN,UConn,2001,7,6-2,169lb,32.5,13.3,6.7,2.0,0.3,1.6,3.3,0.391,0.26,0.727,2.0
2001,Sylvia Crawley,F,POR,UNC,2003,7,6-5,187lb,28.8,9.3,6.3,1.7,0.8,0.6,1.9,0.449,0.0,0.766,2.2
2001,Taj McWilliams-Franklin,F-C,ORL,,1999,32,6-2,195lb,33.1,12.6,7.6,2.2,1.6,1.6,2.5,0.474,0.2,0.744,4.4
2001,Tamara Stocks,F-C,WAS,Florida,2001,25,,,3.7,1.0,0.7,0.0,0.0,0.0,0.0,0.333,,0.5,0.0
2001,Tamecka Dixon,G,LAS,Kansas,1997,14,5-9,148lb,31.9,11.7,2.9,3.9,0.1,0.9,2.4,0.417,0.176,0.791,2.2
2001,Tamicha Jackson,G,POR,Louisiana Tech,2000,8,5-6,120lb,15.5,4.1,1.4,1.6,0.0,0.9,1.4,0.325,0.154,0.696,-0.9
2001,Tamika Whitmore,F,NYL,Memphis,1999,30,6-2,215lb,23.5,7.1,3.0,0.6,0.3,0.5,1.0,0.432,0.5,0.569,0.7
2001,Tammy Jackson,F-C,HOU,Florida,1997,16,6-2,190lb,13.8,3.3,2.8,0.7,0.3,0.7,0.9,0.5,,0.45,1.2
2001,Tammy Sutton-Brown,C,CHA,Rutgers University,2001,18,6-4,199lb,20.8,6.8,4.4,0.4,1.3,0.7,1.4,0.49,,0.722,2.4
2001,Tangela Smith,C,SAC,Iowa,1998,12,6-3,158lb,28.5,11.2,5.6,1.3,1.7,1.1,2.1,0.42,0.0,0.729,2.6
2001,Tari Phillips,F-C,NYL,,1999,8,6-2,200lb,32.8,15.3,8.0,1.1,0.5,1.5,2.6,0.507,0.0,0.584,3.9
2001,Tausha Mills,C,WAS,Alabama,2000,2,6-3,232lb,10.6,2.1,3.5,0.2,0.1,0.5,0.8,0.333,0.0,0.581,0.2
2001,Tawona Alhaleem,F-G,ORL,DePaul,,Undrafted,6-0,,9.7,1.9,1.5,0.5,0.0,0.4,1.1,0.328,0.364,0.5,-0.6
2001,Teresa Weatherspoon,G,NYL,Louisiana Tech,1997,,5-8,161lb,30.4,6.5,3.7,6.3,0.1,1.7,2.5,0.431,0.385,0.671,3.2
2001,Ticha Penicheiro,G,SAC,Old Dominion,1998,2,5-11,146lb,32.3,6.3,3.7,7.5,0.3,1.7,2.8,0.339,0.262,0.766,2.3
2001,Tiffani Johnson,C,HOU,Tennessee,,Undrafted,6-4,240lb,21.0,4.6,4.3,0.7,0.5,0.4,1.3,0.449,,0.857,1.3
2001,Tiffany McCain,G,ORL,Kentucky,,Undrafted,5-10,160lb,13.8,3.0,1.2,1.1,0.3,0.3,1.1,0.321,0.313,0.667,-0.3
2001,Tina Thompson,F,HOU,USC,1997,1,6-2,178lb,36.7,19.3,7.8,1.9,0.7,1.0,2.9,0.377,0.293,0.84,5.0
2001,Tonya Edwards,G,TOT,Tennessee,1999,7,5-10,160lb,18.1,6.1,1.9,1.5,0.2,0.6,1.9,0.351,0.278,0.762,0.2
2001,Tonya Edwards,G,TOT,Tennessee,1999,7,5-10,160lb,18.1,6.1,1.9,1.5,0.2,0.6,1.9,0.351,0.278,0.762,0.3
2001,Tonya Edwards,G,TOT,Tennessee,1999,7,5-10,160lb,18.1,6.1,1.9,1.5,0.2,0.6,1.9,0.351,0.278,0.762,-0.2
2001,Tonya Massaline,F,WAS,Florida,2000,18,6-0,,11.2,3.4,1.4,0.3,0.1,0.1,0.5,0.36,0.345,0.818,0.2
2001,Tracy Reid,F,MIA,UNC,1998,7,5-11,150lb,13.2,3.8,1.8,0.6,0.2,0.7,1.2,0.508,,0.615,0.6
2001,Tricia Bader Binford,G,CLE,Boise State,1998,31,5-4,125lb,6.0,1.1,0.6,0.6,0.0,0.3,0.4,0.4,0.385,,0.3
2001,Trisha Fallon,G-F,PHO,Australia,1999,19,6-3,165lb,27.1,10.4,2.5,1.1,0.4,1.1,1.5,0.49,0.405,0.815,2.4
2001,Trisha Stafford-Odom,F,HOU,California,,Undrafted,6-0,160lb,12.2,3.8,2.8,0.5,0.1,0.4,0.9,0.368,0.0,0.673,0.8
2001,Tully Bevilaqua,G,POR,Australia,,Undrafted,5-7,145lb,25.4,4.9,2.8,3.3,0.2,1.9,1.7,0.328,0.315,0.732,2.1
2001,Tynesha Lewis,G,HOU,NC State,2001,31,5-10,152lb,14.4,3.3,2.1,0.5,0.1,0.4,0.9,0.424,0.4,0.647,0.6
2001,Ukari Figgs,G,LAS,Purdue,1999,28,5-9,142lb,29.1,8.0,3.1,3.9,0.1,1.3,1.7,0.425,0.462,0.81,4.1
2001,Val Whiting-Raymond,C-F,MIN,Stanford,1999,17,6-2,199lb,17.8,3.4,3.2,0.6,0.5,0.6,1.3,0.267,0.0,0.741,-0.1
2001,Vanessa Nygaard,F,POR,Stanford,1998,39,6-1,175lb,8.4,2.5,1.1,0.3,0.1,0.2,0.5,0.389,0.388,0.333,0.4
2001,Vedrana Grgin-Fonseca,F,LAS,Croatia,,Undrafted,6-1,160lb,9.3,3.0,1.5,0.5,0.0,0.2,0.6,0.431,0.316,0.643,0.4
2001,Vicki Hall,F,TOT,Texas,,Undrafted,6-1,180lb,12.9,3.7,1.8,0.5,0.2,0.2,0.7,0.41,0.28,0.545,0.6
2001,Vicki Hall,F,TOT,Texas,,Undrafted,6-1,180lb,12.9,3.7,1.8,0.5,0.2,0.2,0.7,0.41,0.28,0.545,0.6
2001,Vicki Hall,F,TOT,Texas,,Undrafted,6-1,180lb,12.9,3.7,1.8,0.5,0.2,0.2,0.7,0.41,0.28,0.545,0.0
2001,Vickie Johnson,G-F,NYL,Louisiana Tech,1997,12,5-9,150lb,29.3,11.0,3.3,2.7,0.1,1.1,1.6,0.414,0.366,0.757,2.8
2001,Vicky Bullett,F,WAS,Maryland,1997,,6-3,185lb,33.5,8.7,7.2,1.3,1.8,1.7,1.7,0.392,0.297,0.729,2.9
2001,Wendi Willits,G,LAS,Arkansas,,Undrafted,5-7,,3.6,1.3,0.4,0.2,0.0,0.1,0.2,0.3,0.154,0.75,0.0
2001,Wendy Palmer,F,DET,Virginia,1997,9,6-2,,29.6,10.6,7.0,1.0,0.2,1.0,2.2,0.423,0.333,0.678,0.9
2001,Yolanda Griffith,C-F,SAC,,,2,6-4,175lb,33.7,16.2,11.2,1.7,1.2,2.0,2.3,0.522,,0.72,8.4
2002,Adia Barnes,F,SEA,Arizona,1998,32,5-11,165lb,19.0,3.5,3.9,1.1,0.3,1.2,1.0,0.333,0.25,0.517,0.8
2002,Adrian Williams-Strong,C-F,PHO,USC,2000,21,6-5,170lb,27.4,6.3,6.9,1.1,0.9,1.5,2.0,0.467,,0.7,1.5
2002,Adriana Moises,G,PHO,Brazil,,Undrafted,5-6,140lb,19.3,6.0,1.9,2.5,0.1,0.9,2.3,0.384,0.288,0.8,0.1
2002,Adrienne Goodson,F,UTA,Old Dominion,1999,27,6-0,165lb,34.4,15.7,5.7,2.1,0.2,1.4,3.2,0.451,0.286,0.745,3.0
2002,Adrienne Johnson,G,ORL,Ohio State,1999,8,5-10,154lb,18.8,5.2,1.4,0.7,0.1,0.5,0.8,0.376,0.295,0.706,0.0
2002,Alicia Thompson,F,IND,Texas Tech,1998,9,6-1,180lb,17.4,5.4,2.3,0.8,0.1,0.4,1.0,0.358,0.241,0.706,-0.1
2002,Alisa Burras,C,POR,Louisiana Tech,2000,4,6-3,218lb,19.8,8.7,4.6,0.2,0.2,0.3,1.5,0.629,,0.846,2.8
2002,Allison Feaster,F,CHA,Harvard University,1998,5,5-11,168lb,29.9,11.8,3.7,1.9,0.4,1.2,1.3,0.394,0.418,0.824,4.7
2002,Amanda Lassiter,F,TOT,Missouri,2001,15,6-1,160lb,20.0,4.2,2.3,1.9,0.7,1.0,1.7,0.336,0.282,0.684,0.4
2002,Amanda Lassiter,F,TOT,Missouri,2001,15,6-1,160lb,20.0,4.2,2.3,1.9,0.7,1.0,1.7,0.336,0.282,0.684,-0.2
2002,Amanda Lassiter,F,TOT,Missouri,2001,15,6-1,160lb,20.0,4.2,2.3,1.9,0.7,1.0,1.7,0.336,0.282,0.684,0.6
2002,Amber Hall,F,POR,Washington,,Undrafted,6-0,186lb,5.2,1.5,1.3,0.1,0.1,0.4,0.6,0.458,,0.5,0.0
2002,Amy Herrig,C,UTA,Iowa,1999,38,6-3,193lb,9.6,2.4,2.0,0.1,0.5,0.3,0.8,0.434,,0.733,0.4
2002,Andrea Gardner,F-C,UTA,Howard University,2002,27,6-3,190lb,6.6,1.9,2.0,0.2,0.1,0.1,0.4,0.367,,0.553,0.3
2002,Andrea Nagy,G,SAC,Florida International University,1999,25,5-7,147lb,17.0,1.4,1.2,3.0,0.2,0.4,1.3,0.273,0.214,0.438,-0.5
2002,Andrea Stinson,G,CHA,NC State,1997,,5-10,158lb,29.7,12.8,5.5,2.8,0.3,1.2,1.6,0.456,0.414,0.688,4.4
2002,Ann Wauters,C,CLE,Belgium,2000,1,6-4,193lb,28.6,11.2,5.0,1.4,0.8,0.6,2.1,0.553,0.0,0.851,3.1
2002,Annie La Fleur,G,WAS,Papua New Guinea,,Undrafted,5-7,141lb,24.3,4.8,2.4,3.6,0.2,1.3,1.6,0.386,0.364,0.778,1.8
