RK,Name,POS,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,REB,AST,STL,BLK,TO,DD2,TD3,year
20,Danielle RobinsonATL,G,33,33.1,12.9,5,10.9,45.7,0,0.2,0,2.9,3.1,94.1,3.5,5.3,1.7,0.2,2.4,0,0,2014
21,Camille LittlePHX,F,33,30.8,12.9,4.4,9.9,44.8,0.8,2.4,33.8,3.2,4,79.7,4.3,1.6,1,0.4,2.4,1,0,2014
22,Crystal LanghorneSEA,F,34,28.9,12.9,5.3,9.3,57.1,0.1,0.1,66.7,2.2,3.4,65.8,7.4,1,0.6,0.4,2,3,0,2014
22,Tiffany HayesGS,G,34,28.4,12.9,4.2,9.1,46.4,1.2,3.3,35.7,3.3,4.3,76,3,2.5,1,0.3,1.2,0,0,2014
24,Ivory LattaWSH,G,34,31.7,12.8,4.1,10.4,39.5,2.4,6.3,37.7,2.2,2.6,83.3,2.4,3.3,0.7,0,1.9,0,0,2014
25,Alex BentleySA,G,34,25.6,12.2,5.1,11.8,43.3,0.9,2.8,32.3,1.1,1.4,75.5,1.7,3.7,1.3,0.1,2,0,0,2014
26,Sancho LyttlePHX,F,34,31.3,12.2,5.3,11.5,45.9,0.1,0.3,27.3,1.6,2.4,66.3,9,2.4,2.2,0.6,1.4,9,0,2014
27,Jantel LavenderSEA,F,34,28.3,11.9,5.1,9.7,52.7,0,0.1,20,1.6,2,79.4,6.3,1.5,0.5,0.8,1.9,4,0,2014
28,Kristi ToliverWSH,G,27,28.5,11.8,4.3,9.6,44.2,1.7,4.3,39.3,1.6,1.9,84.3,2.1,4.1,1.1,0,1.7,0,0,2014
29,Allie QuigleyCHI,G,34,24.8,11.2,4.2,9.5,44.4,1.2,3.1,38.7,1.5,1.7,87.9,2.2,1.9,0.7,0.2,1.8,0,0,2014
30,Shavonte ZellousWSH,G,34,27.4,11,3.9,9.4,41.1,0.7,2.4,30.5,2.6,3.3,78.4,2.8,2.1,0.7,0.5,1.6,0,0,2014
31,Danielle AdamsCONN,F,34,20.6,10.9,4,9.8,40.7,1.1,3.7,30.7,1.9,2.3,79.7,4.1,0.9,0.6,0.7,1.3,2,0,2014
32,Sue BirdSEA,G,33,29.2,10.6,3.9,10.1,38.6,1.2,3.4,34.5,1.6,2,83.1,2.2,4,0.8,0,2.3,0,0,2014
33,Penny TaylorPHX,F,33,23.4,10.5,3.5,7.2,47.9,0.9,2.5,35.7,2.7,3.2,84.8,3.1,3.1,1.2,0.5,1.7,0,0,2014
34,DeWanna BonnerPHX,F,34,29.2,10.4,3.8,8.3,45.9,0.7,2.5,27.9,2.1,2.7,78,4.1,2.3,1.4,0.4,1.4,1,0,2014
35,Briann JanuarySEA,G,31,28.8,10.3,3.5,9.1,38.7,1.2,3,38.3,2.1,2.4,88,1.6,3.7,1.2,0.3,2.3,0,0,2014
36,Emma MeessemanNY,C,34,27.4,10.1,4.3,8.3,52,0,0.1,0,1.5,1.6,90.9,6.4,2.5,1.4,1,1.8,5,0,2014
37,Alyssa ThomasPHX,F,34,27.3,10,3.7,8.5,43.4,0,0.1,20,2.6,3.4,75.7,5.1,1.5,1,0.2,1.7,1,0,2014
38,Monique CurrieWSH,F,34,23.6,9.9,3,7.7,39.3,0.6,2.4,22.9,3.3,4.1,79.3,4.6,1.5,1.1,0.1,1.4,1,0,2014
39,Erlana LarkinsMIN,F,33,31.6,9.7,3.8,6.3,59.9,0,0,0,2.2,3.1,71.6,9.2,2.5,1.9,0.8,2.2,9,0,2014
40,Jessica BrelandIND,F,32,26.5,9.7,4.2,9.2,46.1,0,0.1,0,1.3,1.7,75.9,6.8,1.9,0.9,1.8,2.2,6,0,2014
41,Bria HartleyCONN,G,34,27.1,9.7,3.4,9,38,1,3,32.7,1.9,2.4,78,2.1,3.1,0.7,0.1,2.5,0,0,2014
42,Kelsey BoneSA,C,34,23.3,9.3,4,8.9,45.1,0,0.1,0,1.3,1.9,66.2,5.3,1.4,0.6,0.5,2,3,0,2014
43,Courtney ParisCHI,C,34,27.6,9.2,4.1,7.1,57.4,0,0,0,1,2.1,49.3,10.2,1.1,0.8,1.1,1.1,13,0,2014
44,Kia VaughnATL,C,33,24.1,9,4.1,8.9,45.8,0,0.1,0,0.8,1.2,63.4,6.3,1.2,0.9,0.5,1.4,3,0,2014
45,Marissa ColemanNY,G,34,24,8.9,3.1,8,39.1,1.3,3.3,38.1,1.4,1.8,81.7,3.3,1.1,0.8,0.3,1.2,1,0,2014
46,Alana BeardLA,G,33,27.7,8.5,3.6,7.8,46.3,0.2,0.8,28.6,1.1,1.4,74.5,2.6,2.5,1.1,0.5,1.8,0,0,2014
47,Shoni SchimmelSA,G,34,21.3,8.3,3.1,8.2,37.4,1.6,4.6,34.2,0.6,0.7,84,2.2,3.6,0.8,0.1,2.4,1,0,2014
48,Becky HammonSA,G,32,24.5,8.3,2.8,6.8,41.7,1.5,3.7,39.8,1.1,1.1,100,1.4,4.2,0.4,0.1,1.7,0,0,2014
49,Sophia Young-MalcolmSA,F,34,24.2,8.2,3.4,7.2,46.9,0,0.1,0,1.4,2.1,65.8,4.6,1.5,1.1,0.2,0.8,1,0,2014
50,Tanisha WrightNY,G,29,25.5,8,2.8,6.6,41.7,0.2,0.6,27.8,2.3,2.9,79.5,2.3,3.6,0.9,0.1,2.1,0,0,2014
1,Elena Delle DonneWSH,F,31,33.3,23.4,7.7,16.7,46,1.4,4.3,31.3,6.7,7,95,8.4,1.4,1.1,2.1,1.2,10,0,2015
2,Maya MooreMIN,F,33,33.4,20.6,7.2,17.2,42,2.1,5.8,35.9,4.1,4.8,85.5,6.7,3.5,1.6,0.8,2.3,5,0,2015
3,Angel McCoughtryMIN,F,34,30,20.1,6.9,16.7,41.3,1.1,3,36.3,5.2,6.5,80.5,5.3,2.8,2.1,0.5,3.1,2,0,2015
4,Tina CharlesCONN,C,34,31,17.1,7.1,15.6,45.8,0,0.1,20,2.7,3.8,71.5,8.5,2.4,0.7,0.7,2.4,12,0,2015
5,DeWanna BonnerPHX,F,33,33.3,15.8,4.8,12.7,37.8,0.9,3.6,25.4,5.3,6.1,86.6,5.7,3.3,1.3,0.8,1.8,0,0,2015
6,Riquna WilliamsSA,G,29,28,15.6,4.5,12.7,35.2,1.9,5.6,34.6,4.7,5.5,85,3.4,2.6,1.5,0.5,1.6,0,0,2015
7,Kelsey BoneSA,C,33,29.1,15.4,6.8,13.4,50.8,0,0.1,0,1.8,3,62.2,6.3,2,0.8,0.6,2.3,5,0,2015
8,Brittney GrinerCONN,C,26,30.7,15.1,5.7,10,56.5,0,0,0,3.8,4.9,77.3,8.1,1.3,0.3,4,2.2,8,0,2015
9,Epiphanny PrinceNY,G,24,28.6,15,5.7,12.1,46.7,1.1,3,35.6,2.6,2.9,90,2.9,3.4,2,0.2,1.6,0,0,2015
10,Cappie PondexterIND,G,29,30.2,15,5.6,12.8,43.9,0.8,2.2,38.1,2.9,3.5,82.4,3.8,2.1,1,0.2,1.4,0,0,2015
11,Alex BentleySA,G,25,30,14.7,5.7,13.9,40.9,1.6,4.6,33.6,1.8,2.1,83,2,2,2,0.2,1.2,0,0,2015
12,Jantel LavenderSEA,F,34,33.8,14.5,6.2,11.8,52.5,0.1,0.3,33.3,2,2.2,88.2,8.3,1.8,0.4,1.2,2.1,12,0,2015
13,Candice DupreeATL,F,33,31.2,14.1,5.8,11.4,51.2,0,0,0,2.5,3.1,80.2,5.1,1.7,1,0.4,1.5,0,0,2015
14,Kayla McBrideMIN,G,27,28,13.8,4.9,12.7,38.2,2,5.3,37.3,2.1,2.4,87.9,3.1,1.6,1.1,0.1,1.7,0,0,2015
15,Ivory LattaWSH,G,34,27.3,13.4,4.2,10.4,40.6,2.3,6,38.9,2.6,2.9,90.9,1.8,2.6,0.7,0,1.7,0,0,2015
16,Jia PerkinsMIN,G,26,27.3,13.3,4.8,12.7,37.6,1,3.5,27.2,2.8,3.2,88,3,1.7,1.5,0.3,1.2,0,0,2015
17,Tamika CatchingsIND,F,30,26.6,13.1,4.2,10.9,38.2,0.6,2,29.5,4.2,4.8,86.8,7.1,2.2,1.8,0.8,1.7,6,0,2015
18,Tiffany HayesGS,G,28,29.9,12.9,4.1,10.5,39.2,1.1,4,27.4,3.5,4.4,80.5,3,2.2,1,0.4,1.7,0,0,2015
19,Plenette PiersonMIN,F,30,28.1,12.8,5.1,11.6,43.7,0.6,1.6,36.2,2.1,2.6,80.8,4.1,1.9,1,0.4,1.8,0,0,2015
20,Kristi ToliverWSH,G,28,30.9,12.4,4.3,9.5,44.9,1.5,4,38.4,2.3,2.6,90.3,2.3,3.7,0.8,0,2.3,0,0,2015
21,Emma MeessemanNY,C,34,27.2,11.6,5.2,9.4,55.6,0.2,0.4,46.2,1,1.2,82.9,6.3,1.7,0.9,1.4,1.3,3,0,2015
22,Sophia Young-MalcolmSA,F,34,27.4,11.5,4.4,9.7,45.8,0,0.1,0,2.6,3.6,73.8,5,1.4,1.2,0.3,1.6,3,0,2015
23,Courtney VanderslootCHI,G,34,29.9,11.4,4.3,9.3,46.3,0.9,2.6,35.6,1.9,2.1,90.1,3.4,5.8,1.3,0.5,2.1,1,0,2015
24,Crystal LanghorneSEA,F,34,25.7,11.1,4.6,8.4,54.5,0,0.1,0,1.9,2.6,75,5.7,0.9,1.1,0.4,2.1,1,0,2015
25,Allie QuigleyCHI,G,32,22.5,11.1,4.4,10.2,43.1,1.1,3.3,34,1.2,1.4,82.6,1.8,1.7,0.4,0.5,1.4,0,0,2015
26,Shenise JohnsonMIN,G,31,26.2,10.9,3.9,8.4,46.7,1,2.4,41.3,2.1,2.6,80.5,4.9,2.4,1.1,0.2,1.8,1,0,2015
27,Lindsay WhalenMIN,G,29,30.1,10.9,4.2,9,46.2,0.2,0.5,42.9,2.3,2.6,88.2,2.9,4.3,0.4,0.1,2.1,2,0,2015
28,Jewell LoydSA,G,34,25.9,10.7,3.7,8.9,41.1,0.3,1.4,20.8,3.1,3.4,90.4,3.5,1.9,0.6,0.2,2,0,0,2015
29,Stefanie DolsonSEA,C,34,24.7,10.6,4.4,8.8,49.5,0.3,0.6,47.6,1.6,1.8,87.1,5.6,1.6,0.5,1.1,1.9,4,0,2015
30,Karima Christmas-KellyMIN,F,32,28.7,10.6,3.2,8,39.6,1,2.6,38.6,3.3,4.2,78.2,5,1.7,1.1,0.3,1.2,1,0,2015
31,Marissa ColemanNY,G,34,24.8,10.4,3.7,9.7,38.4,1.2,3.7,33.6,1.7,2.3,74.7,3.5,1.6,1.2,0.3,1.9,0,0,2015
32,Sancho LyttlePHX,F,24,30,10.3,4.3,9.1,47.5,0,0.2,20,1.6,2.2,73.6,8.3,2.2,2.3,0.6,1.6,6,0,2015
33,Sue BirdSEA,G,27,28.6,10.3,4,10.3,38.4,0.9,3.1,30.1,1.4,1.8,79.6,2.3,5.4,0.9,0.1,2.4,0,0,2015
34,Danielle RobinsonATL,G,30,30.1,9.2,3.5,9,39,0,0.2,0,2.2,2.4,90.3,2.5,5,0.7,0.1,2.6,2,0,2015
35,Alyssa ThomasPHX,F,24,26,8.8,2.9,7,41.1,0,0,0,3,4.3,69.2,5.3,1.4,1.2,0.2,1.8,1,0,2015
35,Ana DabovicLA,G,24,22.1,8.8,3.1,6.9,44.6,0.8,2.5,33.3,1.8,2.2,80.8,1.6,1.9,0.9,0,1.6,0,0,2015
37,Monique CurrieWSH,F,34,21.3,8.4,3.1,7.4,41.1,0.8,2.3,36.4,1.5,1.7,86.4,3.2,1.5,0.9,0.4,1.3,0,0,2015
38,Lynetta KizerATL,F,33,17.9,8.3,3.4,6.9,49.1,0,0.1,0,1.5,1.8,87.9,3.5,0.4,0.6,0.2,1.4,0,0,2015
39,Camille LittlePHX,F,34,27,8.2,3.1,7.7,40.6,1.1,3.3,34.5,0.9,1,87.9,3.6,1.6,1.2,0.2,1.7,1,0,2015
40,Ramu TokashikiJPN,F,30,20.6,8.2,3.3,7.9,41.5,0,0.1,0,1.7,1.9,86.2,3.3,0.8,0.2,0.9,0.9,0,0,2015
41,Jasmine ThomasLA,G,34,26.7,8.2,2.9,9,32.8,0.9,3.1,29.8,1.4,1.8,78.3,3.7,3.9,1.2,0.4,2.3,0,0,2015
42,Briann JanuarySEA,G,29,27,8.1,2.8,6.6,42.6,0.9,2,43.1,1.7,2,84.5,1.8,3.4,1,0.2,2.2,0,0,2015
43,Sugar RodgersSA,G,33,18.7,8.1,2.5,7.5,34,1.2,3.9,32,1.8,2,88.1,2.2,1.5,0.7,0.2,1,0,0,2015
44,Natalie AchonwaMIN,F,28,17.3,8,3.1,5.7,55,0,0,0,1.7,2.3,74.6,3.5,0.6,0.5,0.5,1.3,0,0,2015
45,Rebekkah BrunsonMIN,F,34,27.9,7.8,3.1,6.8,45.7,0,0.1,25,1.6,1.9,83.1,8.1,1.8,1.1,0.8,1.6,7,0,2015
46,Shekinna StricklenATL,F,34,17.6,7.7,2.8,6.8,41.1,1.5,4.2,35.9,0.6,0.8,78.6,1.9,0.6,0.6,0.2,0.6,0,0,2015
47,Shoni SchimmelSA,G,32,19.8,7.6,2.7,7,37.8,1.5,4,38.3,0.8,0.9,85.7,2.5,3.2,0.8,0.2,2.4,0,0,2015
48,Tayler HillNY,G,32,17,7.5,2.5,7.1,34.8,1.2,3.6,31.9,1.4,1.9,72.6,1.3,0.9,0.9,0.1,0.9,0,0,2015
49,Tierra Ruffin-PrattLA,G,32,23.9,7.4,2.5,6.7,37.1,0.4,1.3,32.6,2.1,2.7,75.9,3,2.2,0.8,0.3,1.3,0,0,2015
50,Danielle AdamsCONN,F,30,16.1,7.4,2.6,6.4,41.4,0.7,2.3,32.4,1.4,1.7,82.7,3.3,0.5,0.5,0.3,1.2,0,0,2015
1,Tina CharlesCONN,C,32,33.7,21.5,8.5,19.4,43.9,0.5,1.5,34.7,3.9,4.8,81.2,9.9,3.8,0.8,0.8,2,20,0,2016
2,Elena Delle DonneWSH,F,28,33.1,21.5,7.6,15.8,48.5,1.5,3.6,42.6,4.6,5,93.5,7,1.9,0.6,1.5,1.3,3,0,2016
3,Nneka OgwumikeLA,F,33,31.6,19.7,7.4,11.1,66.5,0.5,0.8,61.5,4.4,5.1,86.9,9.1,3.1,1.3,1.2,2.1,16,0,2016
4,Angel McCoughtryMIN,F,33,30,19.5,6.8,15.6,43.4,0.8,2.6,30.2,5.2,6.6,78.8,5.7,2.8,1.6,0.7,2.9,3,0,2016
5,Maya MooreMIN,F,34,29.7,19.3,6.6,14.6,44.8,1.9,4.7,40.4,4.3,4.9,86.8,5.1,4.2,1.6,0.7,2.3,2,0,2016
6,Breanna StewartNY,F,34,34.7,18.3,6.1,13.4,45.7,1.3,3.9,33.8,4.7,5.6,83.3,9.3,3.4,1.2,1.9,2.4,12,0,2016
7,Diana TaurasiPHX,G,33,29.8,17.8,5.5,13.8,39.6,2.7,7.7,35,4.2,4.7,90.9,3,3.9,0.9,0.1,2.6,0,0,2016
8,Jewell LoydSA,G,34,31.6,16.5,5.7,13.3,43.1,1.2,3.9,30.3,3.9,4.3,89.1,3.4,3.4,1.2,0.3,2.2,2,0,2016
9,Tayler HillNY,G,32,29.3,15.4,4.3,12.5,34.8,1.9,5.3,35.1,4.8,5.8,82.9,2.6,2.9,1.1,0.1,1.3,0,0,2016
10,Candace ParkerSA,F,34,30.8,15.3,5.6,12.6,44.2,1.2,3.2,38.2,2.9,4.1,70.7,7.4,4.9,1.4,1,2.9,6,0,2016
11,Emma MeessemanNY,C,34,29.3,15.2,6.2,11.6,53.3,0.9,2,44.8,2,2.5,80,5.6,2.3,1.2,0.7,1.3,5,0,2016
12,Tiffany HayesGS,G,33,30.8,15,4.6,10.5,44.1,1,3.5,27.4,4.7,5.9,80.4,3.4,2.4,1.2,0.2,1.8,1,0,2016
13,Brittney GrinerCONN,C,34,29.2,14.5,5.2,9.6,54.8,0,0,0,4.1,4.9,83.1,6.5,1,0.4,3.1,2.1,2,0,2016
14,Sugar RodgersSA,G,33,30.5,14.5,4.7,11.7,40.5,2.6,6.3,41.3,2.4,2.9,84.2,3.7,2.4,1.1,0.5,1.8,0,0,2016
15,DeWanna BonnerPHX,F,34,31.3,14.5,4.5,10.7,42.4,1.5,4.5,32.9,3.9,4.9,79.8,5.4,2.4,1.3,0.6,1.6,2,0,2016
16,Odyssey SimsDAL,G,34,31.6,14,4.5,12.7,35.3,1.2,4.4,28,3.8,4.3,88.3,2.5,3.9,1.1,0.2,2.5,0,0,2016
17,Sylvia FowlesMIN,C,34,28.6,13.9,5.4,9,59.5,0,0,0,3.2,4.5,71.7,8.5,1.2,1.3,1.8,1.9,8,0,2016
18,Moriah JeffersonCHI,G,34,30.4,13.9,5.4,12.8,42.6,1,2.6,37.5,2,2.6,77.5,2.1,4.2,1.6,0.1,1.7,0,0,2016
19,Kristi ToliverWSH,G,33,32.1,13.2,4.3,10.1,42.6,2.5,5.8,42.4,2.2,2.5,88.9,2.6,3.7,0.8,0.1,1.4,1,0,2016
20,Skylar DigginsCHI,G,27,28.3,13.1,4.2,10.7,39,0.9,2.9,29.9,3.9,4.9,78.8,1.9,3.4,1.1,0.3,2.3,0,0,2016
21,Cappie PondexterIND,G,33,27.4,12.9,4.9,11.5,42.9,0.5,1.4,36.2,2.5,2.8,88.2,2.8,2.7,0.9,0.1,1.5,0,0,2016
22,Alex BentleySA,G,34,28.8,12.9,5,12.9,38.5,1.4,4.9,28.6,1.5,1.9,78.5,1.9,2.5,0.9,0.1,1.4,0,0,2016
23,Sue BirdSEA,G,34,31.6,12.8,4.7,10.5,44.9,2.1,4.8,44.4,1.3,1.6,78.6,2.9,5.8,1,0.2,2.5,1,0,2016
24,Tamika CatchingsIND,F,34,24.8,12.7,4.3,9.9,43.3,1,2.9,35,3.1,3.6,86.2,4.8,1.9,1.8,0.3,1.2,0,0,2016
25,Chiney OgwumikeLA,F,33,24.3,12.6,4.8,8.2,58.7,0,0,0,3,4.2,71.9,6.7,0.7,1,1,1.5,8,0,2016
26,Penny TaylorPHX,F,25,25.7,12.5,4.1,8.4,48.8,1.6,4,39.6,2.7,3,90.7,3.8,3.6,1.5,0.4,1.7,0,0,2016
27,Karima Christmas-KellyMIN,F,34,31.6,12.4,3.8,9.4,40,1.1,3.5,31.7,3.8,4.8,79.6,5.9,2.1,1.2,0.7,1.5,4,0,2016
28,Elizabeth WilliamsCHI,C,34,34.7,11.9,4.6,10.4,44.2,0,0,0,2.7,3.9,69.2,8.1,1.2,0.8,2.3,1.2,5,0,2016
29,Plenette PiersonMIN,F,27,26.6,11.9,4.3,11.1,38.7,1.1,3.3,33.7,2.1,2.6,82.9,4.6,2,0.8,0.4,1.8,2,0,2016
30,Jasmine ThomasLA,G,34,32.1,11.7,4.4,10.8,40.8,0.9,3,29.7,2,2.3,86.1,4.1,5.1,1.3,0.4,2.5,2,0,2016
31,Candice DupreeATL,F,32,29.1,11.3,4.8,8.8,54.1,0,0,0,1.8,2.3,79.2,5.3,1.9,0.8,0.2,1.1,0,0,2016
32,Seimone AugustusLA,G,29,26.4,11.2,4.8,10.3,46,0.4,1.3,33.3,1.3,1.6,80.4,2.9,2.4,0.5,0.4,1.9,0,0,2016
33,Alyssa ThomasPHX,F,31,27.1,11.1,4.2,8.6,48.7,0,0,0,2.7,4.2,63.4,6,2.3,1.4,0.2,2.4,2,0,2016
34,Monique CurrieWSH,F,34,25.5,10.7,3.7,9.5,38.6,0.7,2.3,32.1,2.6,2.9,91.8,4.4,2.1,0.8,0.4,1.8,1,0,2016
35,Layshia ClarendonLA,G,34,28.2,10.4,3.6,7.8,46.6,0.5,1.5,34.6,2.6,3.4,76.5,4.3,3.5,0.7,0.1,2.2,0,0,2016
36,Aerial PowersIND,G,32,19.2,10.4,3.1,7.9,39.4,1,2.7,36.8,3.2,3.8,83.5,2.7,1.1,1,0.2,1.6,1,0,2016
37,Lindsay WhalenMIN,G,32,24.6,9.8,3.8,7.5,51.3,0.1,0.3,27.3,2.1,2.3,89.2,2.6,3.8,0.6,0,1.5,0,0,2016
38,Shenise JohnsonMIN,G,29,22.4,9.8,3.4,8.2,41,1,2.7,35.9,2.1,2.2,93.8,3.5,2.1,1.2,0.3,1.7,0,0,2016
39,Briann JanuarySEA,G,29,28.1,9.7,3,7.5,40.1,1,2.6,39.2,2.7,3,87.5,1.8,4.7,1.2,0.1,1.8,0,0,2016
40,Jantel LavenderSEA,F,34,19.4,9.6,4.4,8.2,53.8,0,0,0,0.8,1.2,68.3,3.6,1.3,0.3,0.5,1.2,1,0,2016
41,Lynetta KizerATL,F,33,17.2,9.6,4.2,7.6,55.6,0,0,0,1.2,1.5,80,3.2,0.6,0.8,0.3,1.1,0,0,2016
42,Crystal LanghorneSEA,F,33,25.5,9.5,3.8,6.1,63,0,0,100,1.8,2.4,75.9,5.5,1.4,0.7,0.3,1.6,2,0,2016
43,Allie QuigleyCHI,G,34,17.8,9.5,3.8,8.1,47.1,0.9,2.4,36.6,1,1.1,89.5,0.9,1.6,0.5,0.1,1.1,0,0,2016
44,Courtney VanderslootCHI,G,30,24.3,9.5,3.2,7.6,41.9,0.9,2.5,35.1,2.2,2.4,90.4,2.7,4.7,1.4,0.1,1.6,0,0,2016
45,Stefanie DolsonSEA,C,34,22.5,9.3,3.5,7.3,48.2,0.3,0.9,30,2.1,2.4,84.3,4.7,1.1,0.4,0.9,1.1,0,0,2016
46,Alysha ClarkDAL,F,33,27.6,9,3.2,6.6,48.4,1.1,2.8,38.7,1.5,1.8,84.7,3.7,1.9,0.7,0.1,1.3,0,0,2016
47,Dearica HambyLA,F,25,25.3,9,3.2,7.7,42.2,0.1,0.6,14.3,2.4,3.3,72.3,5.1,1,0.5,0.5,1.6,1,0,2016
48,Shavonte ZellousWSH,G,33,23.3,8.8,2.8,6.8,40.3,0.2,0.8,19.2,3.1,3.7,85.1,2.5,2.2,0.9,0.2,1.3,0,0,2016
49,Tiffany MitchellSEA,G,34,20,8.6,2.6,7.1,36.1,0.7,2.5,29.4,2.7,3,91.1,1.7,1.4,0.9,0.1,1.6,0,0,2016
50,Tamera YoungSEA,F,32,25.8,8.5,3.5,7.8,45,0,0.1,0,1.5,1.9,79,4.5,1.4,0.8,0.1,1.1,0,0,2016
1,Brittney GrinerCONN,C,26,31.5,21.9,8,13.8,57.7,0,0,0,6,7.3,81.2,7.6,1.9,0.7,2.5,2.5,6,0,2017
2,Breanna StewartNY,F,33,32.9,19.9,6.7,14.2,47.5,1.5,4,37.1,4.9,6.3,78.7,8.7,2.7,1.2,1.6,2.4,9,0,2017
3,Tina CharlesCONN,C,34,32.2,19.7,7.7,17.4,44.2,0.7,2,34.8,3.6,4.5,80.4,9.4,2.6,0.8,0.7,2.4,12,0,2017
4,Elena Delle DonneWSH,F,25,30.3,19.7,6.4,12.9,49.4,1.3,3.4,38.8,5.7,6,95.3,6.8,1.6,0.8,1.4,1.5,5,0,2017
5,Sylvia FowlesMIN,C,34,30.8,18.9,7.5,11.4,65.5,0,0,0,4,5.2,76.8,10.4,1.5,1.3,2,2.4,20,0,2017
6,Nneka OgwumikeLA,F,34,30.9,18.8,7.2,12.8,56.1,0.5,1.6,34,3.9,4.5,87,7.7,2.1,1.9,0.5,1.5,10,0,2017
7,Skylar DigginsCHI,G,34,34.2,18.5,5.6,13.4,42.2,1.4,4.1,35,5.7,6.4,89.5,3.5,5.8,1.3,0.8,2.8,1,0,2017
8,Diana TaurasiPHX,G,31,28.5,17.9,5.4,13.5,40,3.1,8.1,38.4,4,4.4,91.2,3,2.7,0.5,0.3,2,0,0,2017
9,Jewell LoydSA,G,34,31.1,17.7,6.1,14.2,43.1,1.6,4.1,38.6,3.9,4.5,86.3,3.2,3.4,1.3,0.4,2.5,0,0,2017
10,Maya MooreMIN,F,34,31.3,17.3,6.1,13.8,44.2,1.9,4.6,41.1,3.2,3.7,85.8,5,3.5,1.9,0.4,1.8,3,0,2017
11,Candace ParkerSA,F,33,30.5,16.9,6.3,13.2,47.8,1.4,3.8,35.4,2.9,3.8,75.6,8.4,4.3,1.5,1.7,2.7,12,1,2017
12,Allie QuigleyCHI,G,31,32.3,16.4,6.2,12.2,50.5,2.5,5.8,43,1.6,1.8,89.3,3.3,3.6,0.8,0.5,2.4,0,0,2017
13,Tiffany HayesGS,G,33,29.8,16.3,5,11.5,43.6,1.5,3.9,37.2,4.8,5.6,85.4,3.8,2.4,1.2,0.2,1.9,0,0,2017
14,Kayla McBrideMIN,G,30,33.2,15.4,4.8,12.6,38.1,1.6,5.3,31,4.1,4.5,92.5,4.1,2.6,1.1,0.2,1.9,1,0,2017
15,Jonquel JonesNY,C,34,28.5,15.4,5.3,10,53.4,0.7,1.6,44.6,4,4.9,81.8,11.9,1.5,0.9,1.5,1.7,20,0,2017
16,Candice DupreeATL,F,33,31.8,15,6.5,13.1,49.4,0,0.1,0,2,2.3,88.2,5.8,1.6,0.9,0.5,1.4,4,0,2017
17,Glory JohnsonATL,F,33,31,14.9,5.7,12.2,46.4,0.6,2,31.3,3,3.9,76.6,9.1,1.6,1.2,0.4,2.2,13,0,2017
18,Alyssa ThomasPHX,F,33,29.8,14.8,5.7,11.2,50.9,0,0.1,0,3.5,6.1,56.7,6.8,4.5,1.6,0.4,3,5,0,2017
19,Chelsea GraySA,G,34,33.1,14.8,5.4,10.7,50.7,1.6,3.2,48.2,2.4,2.9,82.7,3.3,4.4,1.1,0.2,1.9,1,0,2017
20,Stefanie DolsonSEA,C,33,29.3,14.5,5.9,10.5,56.1,0.9,2.2,43.7,1.8,2.1,87,5.8,2.6,0.5,1.3,2.5,4,0,2017
21,Jasmine ThomasLA,G,32,28.1,14.2,5.3,12.7,42.1,1.7,4.2,40.3,1.8,2.3,78.1,2.3,4.3,1.6,0.1,2.4,1,0,2017
22,Brittney SykesTOR,G,34,25.4,13.9,5,12.3,40.8,1.1,3.2,33.6,2.8,3.8,72.9,4.1,1.9,0.6,0.5,1.7,1,0,2017
23,Allisha GrayATL,G,34,27.2,13,4.4,11.6,38.1,1,3.4,29.9,3.1,3.9,80.3,3.9,1.3,1.5,0.6,1.2,0,0,2017
24,Crystal LanghorneSEA,F,34,28.4,12.4,5.3,8.2,64.7,0,0.1,50,1.8,2.4,73.5,6.1,1.5,0.6,0.4,1.7,4,0,2017
25,Courtney WilliamsMIN,G,34,26,12.3,5.4,11.5,47.3,0.4,1.1,32.4,1.1,1.2,87.8,4.2,2.1,0.6,0.2,1.4,1,0,2017
26,Epiphanny PrinceNY,G,28,26.8,12,4.1,10.3,40.1,1.2,3.4,34.4,2.6,2.9,87.8,3.6,2.9,1.3,0.3,1.3,0,0,2017
27,Kristi ToliverWSH,G,34,29.1,11.9,4.1,10,40.7,2.2,6.6,33.8,1.5,1.8,86.7,2,3.4,0.7,0.2,1.8,0,0,2017
28,Erica WheelerLA,G,34,26.4,11.8,4.6,11.5,40,1.5,4.4,33.1,1.1,1.4,79.2,2.2,4.1,1.4,0,2.3,0,0,2017
29,Shavonte ZellousWSH,G,34,29.1,11.7,3.6,8.6,42.3,0.5,1.4,33.3,4,4.8,82.3,4,2.8,0.9,0.2,1.9,1,0,2017
30,Courtney VanderslootCHI,G,27,30.3,11.5,4.7,9.1,51.6,1,2.5,38.2,1.1,1.3,86.1,3.7,8.1,1.2,0.2,3,11,0,2017
31,Isabelle HarrisonTOR,F,34,26.6,11.4,4.8,9.6,50,0,0.1,50,1.8,2.8,63.5,6.4,1.4,0.8,0.7,2,5,0,2017
32,Seimone AugustusLA,G,32,27.7,10.9,4.6,9.2,50.2,0.6,1.4,43.2,1,1.2,86.8,2.9,4,0.6,0.1,1.4,1,0,2017
